Nombre;Dirección;Categoría;Teléfono;Emails;Sitio web;Estrellas;Comentarios;Reputación;Confianza;Contacto;Calidad;Utilidad
Distribuidora El Criollo;Caracas 2720, C1416 Cdad. Autónoma de Buenos Aires;Mayorista;011 4114-5000;;http://www.distribuidoraelcriollo.com/;3.6;56;3,92;Bajo;Medio;En Proceso;Potencial
Accesorios Teo S.R.L.;Av. Rivadavia 12022, B1702CHQ Buenos Aires, Provincia de Buenos Aires;Mayorista;011 4657-7687;;http://www.accesoriosteo.com.ar/;3.3;7;4,16;Bajo;Medio;En Proceso;Potencial
Casa Mundial SRL / Importadores de moda;Concordia 58 C1406, C1407 Cdad. Autónoma de Buenos Aires;Mayorista;011 4612-6556;;http://www.casamundial.com.ar/;5.0;1;4,3;Bajo;Medio;En Proceso;Potencial
Eclix Bijouterie Accesorios De Moda;Av. Avellaneda 3694, C1407 EJQ, Cdad. Autónoma de Buenos Aires;Mayorista;011 6428-7566;;;3.3;4;4,21;Bajo;Bajo;Frío;Potencial
Distribuidora Van Rossum s.r.l;Av. Elcano 3979, C1427CHD Cdad. Autónoma de Buenos Aires;Mayorista;011 4554-5787;;http://www.vanrossum.com.ar/;4.0;237;4,05;Medio;Medio;Regular;Promisoria
YOUKNOW • Importamos y vendemos al por mayor;Charlone 750, C1427 Cdad. Autónoma de Buenos Aires;Mayorista;011 6246-2116;;http://www.youknow.com.ar/;4.8;37;4,5;Medio;Medio;Regular;Promisoria
Bicicletería Gorriti;Av. San Martín 1497, B1846EXK Adrogué, Provincia de Buenos Aires;Mayorista;011 2054-8878;;;4.4;84;4,36;Alto;Bajo;Durmiente;Promisoria
LH Accesorios;Larrea 121, C1030 Cdad. Autónoma de Buenos Aires;Mayorista;011 15-3206-2827;;;4.0;13;4,22;Medio;Bajo;Exploratorio;Promisoria
Coquetas Bijou;Av. Gaona 4013, C1407FIC C1407FIC, Cdad. Autónoma de Buenos Aires;Mayorista;011 5365-9389;;http://www.coquetas.com.ar/;4.1;62;4,18;Medio;Medio;Regular;Promisoria
Casa la Gloria;Av. Pavón 3535, C1253 Cdad. Autónoma de Buenos Aires;Mayorista;011 3199-9907;;;4.7;24;4,42;Medio;Bajo;Exploratorio;Promisoria
Diarco;Av. Montes de Oca 2010, C1270 Cdad. Autónoma de Buenos Aires;Mayorista;011 4687-4053;;https://www.diarco.com.ar/;4.0;631;4,02;Medio;Medio;Regular;Promisoria
Distribuidora Golo;Av. Jujuy 1358, C1247 Turku, Cdad. Autónoma de Buenos Aires;Mayorista;011 2337-0681;;https://distribuidoragolo.com.ar/;4.3;46;4,29;Medio;Medio;Regular;Promisoria
Terre-Motos;Gral. Eugenio Garzón 7477, C1440 Cdad. Autónoma de Buenos Aires;Mayorista;011 15-5487-3985;;http://www.terre-motos.com.ar/;4.6;47;4,44;Medio;Medio;Regular;Promisoria
La Despensa;Av. Boedo 1719, C1239AAT, C1239AAH Cdad. Autónoma de Buenos Aires;Mayorista;011 3791-6373;;http://www.ladespensa.com.ar/;4.4;16;4,31;Medio;Medio;Regular;Promisoria
Grupo D' Rae;Av. Álvarez Thomas 2942, C1431 Cdad. Autónoma de Buenos Aires;Outlet;011 4523-6590;;http://www.instagram.com/grupodrae;4.8;174;4,68;Alto;Medio;Potencial;Estratégica
MOTOACCESORIOS MOTOACC;Av. Nazca 4557, C1419 Cdad. Autónoma de Buenos Aires;Outlet;011 5340-5286;;https://www.facebook.com/motoAcc.com.ar;4.8;13;4,39;Medio;Medio;Regular;Promisoria
La de los catálogos;Zuviria 2747 Entre Castañón, Culpina y, 1406 Buenos Aires;Outlet;011 3304-0221;;;4.3;50;4,29;Alto;Bajo;Durmiente;Promisoria
Factory Deportivo Barracas;California 1940, C1289AAN Cdad. Autónoma de Buenos Aires;Outlet;;ventaweb@megasp.com.ar,reclamosweb@megasp.com.ar;http://www.factorydeportivo.com.ar/;3.9;1792;3,91;Medio;Medio;Regular;Promisoria
Distribuidora MD;Av. Lope de Vega 2558, C1417 Cdad. Autónoma de Buenos Aires;Pintura de automóviles;011 4194-0319;;http://www.distribuidoramd.com.ar/;5.0;8;4,38;Bajo;Medio;En Proceso;Potencial
Pinturerías Casa Nelly;Av. Larrazábal 2543, C1440 CVE, Cdad. Autónoma de Buenos Aires;Pinturería;011 4635-1887;ventas@pintureriacasanelly.com.ar;http://www.pintureriacasanelly.com.ar/;4.5;146;4,44;Alto;Alto;Estrella;Estratégica
Piccin Hnos.;Av. Larrazábal 3529, C1439 Cdad. Autónoma de Buenos Aires;Pinturería;011 4601-0958;johndoe@domain.com,perez@dominio.com;http://www.piccinhnos.com/;4.6;159;4,52;Alto;Alto;Estrella;Estratégica
Outlet De Pinturas;Solís 317, C1078AAG C1078AAG, Cdad. Autónoma de Buenos Aires;Pinturería;;;https://www.instagram.com/outlet_de_pinturas/;0.0;0;4,28;Bajo;Bajo;Frío;Potencial
Macatech;Echeandía 5856, C1439 BKD, Cdad. Autónoma de Buenos Aires;Pinturería;011 4602-5155;;;4.5;246;4,46;Alto;Bajo;Durmiente;Promisoria
Quimtex Express Lugano;Martiniano Leguizamón 4099, C1439FRW Cdad. Autónoma de Buenos Aires;Pinturería;011 6693-8373;;;4.5;42;4,38;Medio;Bajo;Exploratorio;Promisoria
Prestigio;Av. Francisco Beiró 3401, C1419 Cdad. Autónoma de Buenos Aires;Pinturería;011 15-6532-3676;;https://www.prestigio.com.ar/;4.0;598;4,02;Medio;Medio;Regular;Promisoria
ACRILICOS ANBYN;Av. Gral. Mosconi 2654, C1419 Cdad. Autónoma de Buenos Aires;Pinturería;011 4573-3123;;http://anbyn.com.ar/;4.2;40;4,25;Medio;Medio;Regular;Promisoria
DP-20;Condarco 1743, C1416 Cdad. Autónoma de Buenos Aires;Proveedor de alarmas de coche;011 4583-8200;;http://www.dp20.com.ar/;4.7;55;4,5;Alto;Medio;Potencial;Estratégica
Street Audio;Av. San Martín 2147, B1881 San Francisco Solano, Provincia de Buenos Aires;Proveedor de alarmas de coche;011 6736-7636;;https://www.facebook.com/AudioStreet/;5.0;56;4,66;Alto;Medio;Potencial;Estratégica
Autoradio lanus;Av. Hipólito Yrigoyen 3150, B1824 Lanús, Provincia de Buenos Aires;Proveedor de alarmas de coche;011 6624-1905;;https://api.whatsapp.com/send?phone=5491166241905;4.6;252;4,55;Alto;Medio;Potencial;Estratégica
Autoacc Accesorios para Autos;Av. del Libertador 6514, C1428 Cdad. Autónoma de Buenos Aires;Proveedor de alarmas de coche;011 6483-0754;autoaccagenda@gmail.com,notificaciones@gurusoluciones.com,cliente@gurusoluciones.com;https://www.gurugo.com.ar/fichas/autoacc-accesorios-para-autos_17005239;4.6;374;4,56;Alto;Alto;Estrella;Estratégica
Autoradio Boxes;BEN, Av. Eva Perón 1364, B1834 Temperley, Provincia de Buenos Aires;Proveedor de alarmas de coche;011 4245-3025;;https://m.facebook.com/boxesautoradio.boxesautoradio?ref=content_filter;4.6;56;4,45;Alto;Medio;Potencial;Estratégica
MOTORUSA srl;Av. Gral. Mosconi 3089, C1419 Cdad. Autónoma de Buenos Aires;Proveedor de alarmas de coche;011 4471-3916;info@motorusa.com.ar;http://www.motorusa.com.ar/;4.2;174;4,22;Alto;Alto;Estrella;Estratégica
Estéreos, sonido y alarmas para autos.;Av. Francisco Beiró 3499, C1419 Cdad. Autónoma de Buenos Aires;Proveedor de alarmas de coche;011 4502-5977;;http://www.arescalada.com.ar/;3.6;21;4,08;Bajo;Medio;En Proceso;Potencial
Casa Carro;Nogoyá 4443, C1417FOG Cdad. Autónoma de Buenos Aires;Proveedor de alarmas de coche;011 15-6199-9128;;;4.2;26;4,25;Medio;Bajo;Exploratorio;Promisoria
Music Zone;Av. Larrazábal 844, C1408 Cdad. Autónoma de Buenos Aires;Proveedor de alarmas de coche;011 3530-5883;;;4.7;45;4,48;Medio;Bajo;Exploratorio;Promisoria
AUTORADIO MECHA AUDIO SPORT;Gral. César Díaz 3011, C1416DWG Cdad. Autónoma de Buenos Aires;Proveedor de alarmas de coche;011 6659-1544;;;4.7;120;4,58;Alto;Bajo;Durmiente;Promisoria
AUTORADIO FC Audiosport;Av. Boyacá 1386, C1417 Cdad. Autónoma de Buenos Aires;Proveedor de alarmas de coche;011 6966-6848;;https://www.instagram.com/fcaudiosport?igsh=ZnFzMTN0eHl4dWN3;4.1;27;4,22;Medio;Medio;Regular;Promisoria
Alarmas Sorensen;Godoy Cruz 2976, C1425 Cdad. Autónoma de Buenos Aires;Proveedor de alarmas de coche;011 4773-7166;;http://www.sorensen.com.ar/;4.0;897;4,01;Medio;Medio;Regular;Promisoria
La Barrera Autoradio;Av. Eva Perón 4501, B1834BHA Gran Buenos, Provincia de Buenos Aires;Proveedor de alarmas de coche;011 4270-7051;;;4.4;16;4,31;Medio;Bajo;Exploratorio;Promisoria
Autoradio Adrogué;Blvd. Tomás Espora 1185, B1846BTJ Adrogué, Provincia de Buenos Aires;Proveedor de alarmas de coche;011 5056-3737;;;4.5;163;4,45;Alto;Bajo;Durmiente;Promisoria
#rca audio y alarmas;Wilde, Fabián Onsari 262, B1875EJP Buenos Aires;Proveedor de alarmas de coche;011 3053-0525;;;4.5;47;4,39;Medio;Bajo;Exploratorio;Promisoria
Casa Sergio Insumos;Constitución 3599, C1254 Cdad. Autónoma de Buenos Aires;Proveedor de artículos de cuero;011 4957-6843;info@casasergio.com.ar;http://www.casasergio.com.ar/;4.6;862;4,58;Alto;Alto;Estrella;Estratégica
Dimer S.A.;Lezica 4253, C1202AAG Cdad. Autónoma de Buenos Aires;Proveedor de complementos para camiones;011 4958-3700;;http://www.dimer.com.ar/;4.5;20;4,34;Medio;Medio;Regular;Promisoria
Pro Audio Store Argentina;Pasco 1255 PISO 5 DTO A, C1251 Cdad. Autónoma de Buenos Aires;Proveedor de equipos audiovisuales;011 4470-2271;;https://www.proaudiostore.com.ar/;4.4;12;4,31;Medio;Medio;Regular;Promisoria
Ful-Mar;Av. Eva Perón 5327, C1439 Cdad. Autónoma de Buenos Aires;Proveedor de GPS;011 4684-0200;info@ful-mar.net;http://www.ful-mar.net/;4.3;74;4,29;Alto;Alto;Estrella;Estratégica
GONTEL;Warnes 975, C1414AAJ Cdad. Autónoma de Buenos Aires;Proveedor de productos de caucho;011 5976-4055;;https://gontel.mercadoshops.com.ar/;4.4;198;4,38;Alto;Medio;Potencial;Estratégica
Boedogoma SRL;Av. San Juan 3706, C1233ABU Cdad. Autónoma de Buenos Aires;Proveedor de productos de caucho;011 4923-6172;info@boedogoma.com.ar;http://www.boedogoma.com.ar/;3.9;118;4,01;Medio;Alto;Activo;Estratégica
Espora Goma;Blvd. Tomás Espora 1636, B1846BUO Adrogué, Provincia de Buenos Aires;Proveedor de productos de caucho;011 2660-3022;esporagomaok@gmail.com;http://esporagoma.com.ar/;4.4;77;4,35;Alto;Alto;Estrella;Estratégica
Distribuidora Stantero;Av. Iturraspe 848, B1650FTN San Martín, Provincia de Buenos Aires;Proveedor de productos de caucho;4713-2379;contacto@stantero.com.ar;http://www.stantero.com.ar/;4.6;74;4,47;Alto;Alto;Estrella;Estratégica
Tangoma;México 781, C1097 Cdad. Autónoma de Buenos Aires;Proveedor de productos de caucho;011 4331-9663;tangoma@speedy.com.ar,info@tangoma.com;http://www.tangomasrl.com/;4.9;33;4,53;Medio;Alto;Activo;Estratégica
Warnes 915 SRL;Warnes 919, C1414AAJ Cdad. Autónoma de Buenos Aires;Proveedor de productos de caucho;011 4855-8835;;http://warnes915srl.mercadoshops.com.ar/;4.3;66;4,29;Alto;Medio;Potencial;Estratégica
Distribuidora Boedo Correas y Poleas;Gral. Urquiza 1435, C1243 Cdad. Autónoma de Buenos Aires;Proveedor de productos de caucho;011 4931-7726;;http://www.facebook.com/DIstribuidora-correas-poleas-Boedo-32197834675;3.5;8;4,17;Bajo;Medio;En Proceso;Potencial
Industrias Baco SAIC;Av. Monteverde 3645, B8000 Burzaco, Provincia de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4299-1061;info@industriasbaco.com;https://industriasbaco.com/;4.4;184;4,37;Alto;Alto;Estrella;Estratégica
Nugom;José León Suárez 5871, C1439 HIY, Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4605-3328;nugom@nugom.com.ar;http://www.nugom.com.ar/;4.7;48;4,49;Medio;Alto;Activo;Estratégica
Distribuidora César;C.A. de, Dr. Luis Beláustegui 3420, C1407EXD Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4674-4551;ventas@districesar.com;https://www.districesar.com.ar/;4.7;26;4,43;Medio;Alto;Activo;Estratégica
Lg Distribuciones;Ceretti 2954, C1431 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4571-2475;lgcrepuestos@gmail.com;http://lgdistribuciones.mercadoshops.com.ar/;4.4;13;4,31;Medio;Alto;Activo;Estratégica
Central Repuestos S.R.L.;Sánchez 1819, C1416BQC Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4584-0244;ventas@centralrepuestos.com.ar;http://www.centralrepuestos.com.ar/;4.7;28;4,43;Medio;Alto;Activo;Estratégica
Accesorios San Blas;C1416EFH, San Blas 1936, 1416 Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 2087-7382;accesorioshyt@yahoo.com;https://accesoriossanblas.mercadoshops.com.ar/;4.5;52;4,39;Alto;Alto;Estrella;Estratégica
Distribuidora Castelar;Monseñor Benoit A. Haefreingue 726, B1708 Morón, Provincia de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4696-9409;contacto@distribuidoracastelar.com,consulta@distribuidoracastelar.com;http://www.distribuidoracastelar.com/;4.2;130;4,22;Alto;Alto;Estrella;Estratégica
Mayrea SRL;Av. Tte. Gral. Juan Domingo Perón 756, B1824 Gerli, Provincia de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;4249-7458;;http://mayrea.com.ar/;4.6;80;4,48;Alto;Medio;Potencial;Estratégica
Magneti Marelli Conjuntos De Escape S.A.;Carlos M. Della Paolera 297, C1001 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;4589-0850;aftermarket.argentina@marelli.com,mmr.asistenciatecnica@marelli.com;https://www.marelli-cofap.com.ar/;4.5;11;4,32;Medio;Alto;Activo;Estratégica
ALE ACCESORIOS DEL AUTOMOTOR;Warnes 1800, C1416CQR Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;4583-3732;;https://aleaccesorios2014.mercadoshops.com.ar/;4.4;190;4,38;Alto;Medio;Potencial;Estratégica
fordbanfield;Ciudad Autónoma de Buenos Aires AR, Alberto Larroque 889, B1828 Banfield;Proveedor de repuestos de carrocería de automóviles;011 4202-6430;fordbanfield@fordbanfield.com.ar;http://www.fordbanfield.com.ar/;4.4;396;4,39;Alto;Alto;Estrella;Estratégica
Elicam autopartes;Francisco N. de Laprida 4345, B1603 Villa Martelli, Provincia de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 15-3546-4150;;https://www.elicamautopartes.com.ar/;4.7;124;4,58;Alto;Medio;Potencial;Estratégica
Anzar Autopartes;Concejal Nicolás Defilippi 1393, B1714 Ituzaingó, Provincia de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 15-5655-7800;clientes@anzarautopartes.com.ar;https://www.anzarautopartes.com.ar/;4.6;274;4,55;Alto;Alto;Estrella;Estratégica
Suspen3;Av. Juan Bautista Justo 4455, C1416DJL Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4582-4891;suspen3sh@gmail.com;https://www.suspen3.com/;4.5;134;4,44;Alto;Alto;Estrella;Estratégica
Renault Beiró;Av. Francisco Beiró 5426, C1419 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;2093-8446;renaultbeiro@gmail.com;http://www.renaultbeiro.com.ar/;4.4;969;4,39;Alto;Alto;Estrella;Estratégica
Distribuidora Lecar;Manuel Ricardo Trelles 2783, C1416 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;4586-0186;contacto@distribuidoralecar.com.ar;https://www.distribuidoralecar.com.ar/;4.9;12;4,4;Medio;Alto;Activo;Estratégica
ALTOPARTES;Cnel. Martin Paulino Lacarra 344, B1824 Gerli, Provincia de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 5012-2222;altopartesweb@gmail.com;http://www.altopartes.com.ar/;4.5;66;4,41;Alto;Alto;Estrella;Estratégica
Chevrolet Constituyentes;Av. de los Constituyentes 5480, C1431 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 7363-2534;;;5.0;3;4,32;Bajo;Bajo;Frío;Potencial
Idara Accesorios;Warnes 729, C1414 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4854-4011;;;4.8;4;4,32;Bajo;Bajo;Frío;Potencial
Grupo Buenos Aires;av jujuy 937, 1229 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4941-9600;info@renaultbsas.com;http://www.renaultbsas.com/;3.5;4;4,22;Bajo;Alto;Oportunidad;Potencial
REP Repuestos y Reparaciones;Juan María Gutiérrez 2668 4 E, C1425 AQD, Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4986-2136;;;0.0;0;4,28;Bajo;Bajo;Frío;Potencial
Caleu Autopartes;C. Carlos M. Ramirez 2635, C1437 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4919-9785;;;5.0;2;4,31;Bajo;Bajo;Frío;Potencial
Disrep SRL;Paysandú 1076, C1405 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4586-1399;;http://disrep.com.ar/;4.6;8;4,33;Bajo;Medio;En Proceso;Potencial
Campanino Repuestos;Sta. Catalina 1357, C1437FOA Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4919-9696;info@campanino.com.ar;http://www.campanino.com.ar/;5.0;3;4,32;Bajo;Alto;Oportunidad;Potencial
Autoequipamiento 860;Warnes 868, C1414AAV Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4857-0696;;;3.7;67;3,95;Bajo;Bajo;Frío;Potencial
Renault Pompeya;Del Barco Centenera 3101, C1437 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 6929-5759;;;4.3;856;4,3;Alto;Bajo;Durmiente;Promisoria
Camiford;Del Barco Centenera 3099, C1437 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 3190-0257;;;4.3;178;4,3;Alto;Bajo;Durmiente;Promisoria
Distribuidora Big Magic;Av. Dorrego 199, C1414 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 2119-5490;;;4.7;24;4,42;Medio;Bajo;Exploratorio;Promisoria
SuspenTodo;Av. Eva Perón 5876, C1439 BSW, Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;02225 49-8537;;;4.5;17;4,34;Medio;Bajo;Exploratorio;Promisoria
Eli;Av. Varela 3001, C1437BJO Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4301-4091;;;4.1;11;4,25;Medio;Bajo;Exploratorio;Promisoria
MEGA ACCESORIOS;Rojas 2201, C1416 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 3184-1220;;https://instagram.com/mega_accesorios_arg?igshid=YmMyMTA2M2Y=;4.7;30;4,44;Medio;Medio;Regular;Promisoria
Accesorios Diagonal;Diag. Lisandro de la Torre 1147, B1884 Berazategui, Provincia de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4216-5860;;;4.4;603;4,39;Alto;Bajo;Durmiente;Promisoria
Elimax Suspension;Av. Dr. Honorio Pueyrredón 1985, C1414CEJ Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4855-5309;;;4.3;93;4,29;Alto;Bajo;Durmiente;Promisoria
venturi filtros;Constitución 1752 C1254, C1151AAD Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4305-7609;;;4.8;12;4,38;Medio;Bajo;Exploratorio;Promisoria
DANLAY SRL accesorios de autos mayorista;Serrano 20, C1414DEB Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4854-4391;;http://www.danlay.com.ar/;4.5;21;4,35;Medio;Medio;Regular;Promisoria
Marben Motor - Casa de Repuestos;Av. Int. Carlos Ratti 902, B1714 Ituzaingó, Provincia de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 6717-2584;;;4.7;74;4,53;Alto;Bajo;Durmiente;Promisoria
Mundo-Rep;Av. Juan Bautista Justo 7011, C1407FAI Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4672-7026;;;4.9;10;4,39;Medio;Bajo;Exploratorio;Promisoria
Autopartes y Accesorios del Sur;Av. Manuel Belgrano 5039, B1874ADX Villa Dominico, Provincia de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 2199-7393;;;4.6;56;4,45;Alto;Bajo;Durmiente;Promisoria
Center Aros;DRG, Av. Brig. Gral. Juan Manuel de Rosas 683, B1752 Lomas del Mirador, Provincia de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 4699-2736;;;4.6;608;4,58;Alto;Bajo;Durmiente;Promisoria
Cromosol - Warnes;Paysandú 2352, C1416 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;011 15-5509-5332;;http://grupocromosol.com/;4.5;49;4,39;Medio;Medio;Regular;Promisoria
El Arco;Colectora Autovía 2, B1891 Ingeniero Juan Allan, Provincia de Buenos Aires;Proveedor de repuestos de carrocería de automóviles;02229 49-3223;;;4.2;789;4,2;Alto;Bajo;Durmiente;Promisoria
Casa Divi;Av. Los Quilmes 986, B1876 Bernal Oeste, Provincia de Buenos Aires;Proveedor de repuestos de electrodomésticos;011 4251-0290;ventas@casadivi.com.ar;http://www.casadivi.com.ar/;4.2;2875;4,2;Alto;Alto;Estrella;Estratégica
Casa refrigeración Frio Parts Avellaneda;Frio Parts, Ciudad Autónoma de Buenos Aires AR, Av. Bartolomé Mitre 2470, 1872 Sarandí;Proveedor de repuestos de electrodomésticos;011 2405-5823;;https://frioparts.com.ar/;4.7;58;4,51;Alto;Medio;Potencial;Estratégica
Repuestos Aiello;Av. Gral. Mosconi 2810, C1419 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de electrodomésticos;011 5329-4243;ventas@aiellogroup.com.ar;https://repuestosaiello.mercadoshops.com.ar/;4.8;65;4,58;Alto;Alto;Estrella;Estratégica
Repuestos-Net;C1429DRK, Correa 2387, C1429 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de electrodomésticos;011 3770-9813;repuestos.net2000@gmail.com;http://repuestos-net.mercadoshops.com.ar/;4.5;83;4,42;Alto;Alto;Estrella;Estratégica
El Templo del Repuesto;Galería Boulevard Los Andes, Av. Cabildo 2040 Local 47, C1428 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de electrodomésticos;011 5465-6410;;http://www.eltemplodelrepuesto.com.ar/;4.2;250;4,21;Alto;Medio;Potencial;Estratégica
DGA Electrónica;C1419EVK, Griveo 2763, C1419EVK Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de electrodomésticos;4834-0271;;http://dgaelectronica.com.ar/;4.6;258;4,55;Alto;Medio;Potencial;Estratégica
Norfrig;Humboldt 2359, C1425 Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de electrodomésticos;011 4774-5315;;http://www.norfrig.com.ar/;4.5;1807;4,49;Alto;Medio;Potencial;Estratégica
Repuestos Ya Lavarropas Y Heladeras Drean Whirlpool Gafa Aurora Bosch Patrick Lg Candy Longvie Samsung;Arregui 5411, C1408AVC Cdad. Autónoma de Buenos Aires;Proveedor de repuestos de electrodomésticos;011 4917-3171;;http://repuestos-ya.com/;4.7;409;4,65;Alto;Medio;Potencial;Estratégica
Cimer;Av. Crovara 3549, B1766CCE La Tablada, Provincia de Buenos Aires;Proveedor de repuestos de electrodomésticos;011 4699-7403;contacto@repuestoscimer.com.ar;http://www.repuestoscimer.com.ar/;4.5;669;4,48;Alto;Alto;Estrella;Estratégica
